2020-06-15,00:00,Mon,482,True,P34 - P+R_Meijersplein,496
2020-06-15,00:01,Mon,482,True,P34 - P+R_Meijersplein,496
2020-06-15,00:02,Mon,482,True,P34 - P+R_Meijersplein,496
2020-06-15,00:03,Mon,482,True,P34 - P+R_Meijersplein,496
2020-06-15,00:04,Mon,482,True,P34 - P+R_Meijersplein,496
2020-06-15,00:05,Mon,482,True,P34 - P+R_Meijersplein,496
2020-06-15,00:06,Mon,482,True,P34 - P+R_Meijersplein,496
2020-06-15,00:07,Mon,482,True,P34 - P+R_Meijersplein,496
2020-06-15,00:08,Mon,482,True,P34 - P+R_Meijersplein,496
2020-06-15,00:09,Mon,482,True,P34 - P+R_Meijersplein,496
2020-06-15,00:10,Mon,482,True,P34 - P+R_Meijersplein,496
2020-06-15,00:11,Mon,482,True,P34 - P+R_Meijersplein,496
2020-06-15,00:12,Mon,482,True,P34 - P+R_Meijersplein,496
2020-06-15,00:13,Mon,482,True,P34 - P+R_Meijersplein,496
2020-06-15,00:14,Mon,482,True,P34 - P+R_Meijersplein,496
